env_type,distance_m,num_walls,has_metal,frequency_mhz,ant_0_rssi_dbm,ant_1_rssi_dbm,ant_2_rssi_dbm,best_ant
urban,152.443,0,0,2400.0,-89.469,-88.234,-88.803,1
indoor,199.207,0,0,915.0,-101.579,-106.526,-101.071,2
rural,37.575,0,0,915.0,-67.604,-61.537,-63.523,1
indoor,14.976,0,1,2400.0,-68.714,-74.167,-74.526,0
indoor,143.27,2,0,2400.0,-103.819,-98.363,-104.326,1
urban,196.932,0,0,915.0,-96.654,-92.695,-92.616,2
indoor,101.94,1,0,2400.0,-92.462,-90.712,-90.71,2
rural,29.516,0,0,915.0,-63.963,-62.379,-62.256,2
urban,129.928,0,0,915.0,-88.955,-89.014,-88.829,2
urban,184.625,0,1,2400.0,-96.066,-94.819,-99.364,1
indoor,13.452,0,0,2400.0,-60.499,-62.52,-59.933,2
indoor,149.832,1,0,915.0,-102.767,-101.342,-100.583,2
urban,139.415,0,0,2400.0,-89.969,-86.15,-88.731,1
urban,88.431,0,0,2400.0,-83.017,-85.501,-84.804,0
indoor,190.868,0,0,2400.0,-96.871,-100.612,-100.971,0
indoor,23.852,1,0,915.0,-76.991,-75.647,-82.393,1
urban,54.913,0,0,2400.0,-79.239,-80.016,-79.251,0
urban,9.552,0,0,915.0,-61.219,-59.874,-59.56,2
indoor,46.388,0,0,915.0,-82.813,-80.377,-86.678,1
urban,142.275,0,0,2400.0,-89.369,-84.526,-89.4,1
indoor,21.946,1,0,915.0,-77.342,-76.368,-77.025,1
urban,18.944,0,0,915.0,-65.878,-69.636,-63.923,2
urban,97.909,0,1,915.0,-97.054,-96.811,-92.163,2
rural,64.516,0,0,2400.0,-64.954,-70.025,-66.315,0
urban,15.241,0,1,2400.0,-66.377,-64.498,-66.588,1
indoor,147.755,0,0,2400.0,-93.737,-94.441,-94.873,0
urban,160.468,0,0,915.0,-92.408,-89.299,-92.885,1
indoor,188.885,0,0,2400.0,-99.205,-94.175,-101.477,1
urban,176.742,0,0,2400.0,-86.448,-91.204,-90.19,0
indoor,101.096,3,0,2400.0,-100.885,-105.434,-104.472,0
indoor,99.603,1,0,2400.0,-94.141,-90.187,-96.299,1
urban,119.69,0,0,2400.0,-86.923,-87.979,-87.15,0
indoor,88.767,1,1,915.0,-100.893,-102.344,-101.262,0
rural,91.53,0,1,915.0,-75.99,-70.409,-75.04,1
urban,41.333,0,0,2400.0,-74.705,-71.321,-74.575,1
indoor,140.028,1,0,2400.0,-94.348,-95.952,-102.902,0
urban,129.945,0,0,2400.0,-86.162,-84.908,-87.411,1
rural,103.664,0,0,2400.0,-70.699,-75.226,-70.306,2
indoor,102.723,0,0,2400.0,-93.72,-91.221,-89.44,2
rural,172.293,0,0,915.0,-78.675,-77.152,-75.55,2
urban,18.186,0,1,2400.0,-67.748,-71.327,-71.376,0
rural,50.332,0,0,2400.0,-65.648,-66.786,-62.623,2
indoor,119.652,0,0,915.0,-98.456,-95.676,-96.859,1
urban,151.553,0,0,915.0,-96.022,-95.175,-93.541,2
indoor,7.983,4,0,915.0,-74.56,-73.571,-72.722,2
urban,158.811,0,0,915.0,-94.024,-94.731,-96.964,0
urban,89.978,0,0,915.0,-88.139,-85.83,-90.425,1
rural,186.49,0,0,915.0,-80.586,-75.873,-80.492,1
urban,140.296,0,0,915.0,-87.071,-89.315,-91.25,0
rural,122.395,0,0,2400.0,-72.95,-74.72,-70.591,2
indoor,170.986,1,0,2400.0,-97.128,-102.935,-94.453,2
rural,136.593,0,0,2400.0,-68.316,-70.927,-75.721,0
rural,183.863,0,0,2400.0,-74.274,-77.118,-74.039,2
urban,173.78,0,0,2400.0,-90.164,-89.62,-91.914,1
indoor,31.552,2,0,915.0,-82.587,-79.995,-83.444,1
indoor,118.843,0,0,915.0,-95.729,-93.73,-95.806,1
indoor,66.675,1,1,915.0,-101.637,-93.844,-95.456,1
indoor,104.326,0,0,915.0,-96.683,-92.383,-99.654,1
urban,142.503,0,0,915.0,-89.214,-88.3,-88.062,2
rural,97.099,0,0,2400.0,-69.38,-69.72,-69.337,2
indoor,89.701,1,0,915.0,-92.373,-92.683,-96.36,0
urban,80.938,0,0,915.0,-83.009,-86.875,-84.095,0
urban,156.092,0,0,915.0,-95.13,-90.562,-95.923,1
indoor,199.537,4,0,2400.0,-112.269,-111.359,-115.819,1
indoor,29.496,0,0,915.0,-75.48,-80.251,-81.193,0
rural,120.909,0,0,915.0,-71.655,-73.743,-71.645,2
rural,124.74,0,0,2400.0,-74.256,-71.678,-70.04,2
rural,134.815,0,0,915.0,-77.52,-71.584,-71.175,2
urban,83.721,0,0,915.0,-82.423,-88.568,-82.591,0
urban,56.038,0,0,915.0,-78.702,-81.52,-78.26,2
urban,70.659,0,0,915.0,-78.766,-80.464,-85.833,0
indoor,41.427,1,0,915.0,-84.686,-86.525,-90.149,0
rural,178.113,0,0,915.0,-76.779,-72.955,-76.095,1
indoor,115.588,1,0,915.0,-100.286,-100.155,-99.311,2
indoor,114.732,0,0,915.0,-95.756,-96.615,-100.024,0
indoor,19.817,2,0,2400.0,-73.196,-80.03,-73.241,0
urban,150.638,0,0,915.0,-93.557,-92.567,-96.64,1
urban,137.177,0,0,915.0,-90.106,-90.941,-90.056,2
urban,147.105,0,1,915.0,-92.766,-97.006,-100.037,0
rural,146.323,0,0,2400.0,-70.63,-75.138,-72.624,0
urban,170.356,0,0,2400.0,-89.453,-92.912,-94.636,0
urban,151.627,0,1,2400.0,-95.366,-97.874,-91.823,2
indoor,195.018,0,0,2400.0,-95.869,-96.904,-98.144,0
rural,102.641,0,0,2400.0,-72.794,-70.416,-69.189,2
indoor,40.854,0,0,2400.0,-77.613,-81.088,-83.673,0
indoor,56.351,1,1,915.0,-98.04,-90.203,-98.155,1
indoor,158.216,1,0,915.0,-103.624,-105.629,-102.734,2
rural,158.693,0,0,2400.0,-70.936,-72.415,-73.225,0
rural,17.91,0,0,915.0,-59.57,-57.936,-58.377,1
rural,26.449,0,0,2400.0,-60.601,-60.601,-56.142,2
indoor,31.551,2,0,2400.0,-81.638,-81.769,-84.925,0
indoor,36.463,0,0,915.0,-78.588,-79.675,-78.449,2
urban,113.983,0,0,2400.0,-84.764,-83.254,-85.33,1
urban,56.685,0,0,2400.0,-70.03,-77.581,-77.666,0
urban,7.186,0,0,915.0,-56.51,-58.594,-57.119,0
urban,95.707,0,0,2400.0,-84.202,-86.952,-81.735,2
urban,137.433,0,0,2400.0,-87.973,-85.134,-88.797,1
urban,122.018,0,1,2400.0,-92.63,-94.813,-91.841,2
indoor,57.378,1,0,2400.0,-82.638,-83.951,-86.147,0
urban,141.543,0,0,915.0,-94.715,-89.605,-89.89,1
indoor,189.901,1,0,915.0,-104.018,-110.087,-108.219,0
indoor,24.856,2,1,2400.0,-85.395,-86.055,-81.991,2
rural,142.864,0,0,915.0,-74.867,-80.266,-76.955,0
rural,51.7,0,0,2400.0,-66.442,-65.021,-62.517,2
rural,124.396,0,0,915.0,-75.424,-73.869,-72.408,2
rural,141.27,0,0,915.0,-73.444,-77.846,-74.373,0
urban,164.157,0,0,915.0,-90.067,-92.607,-93.574,0
indoor,104.222,2,0,915.0,-102.815,-95.538,-101.741,1
indoor,112.451,2,1,2400.0,-107.286,-104.749,-104.789,1
urban,53.446,0,0,2400.0,-76.689,-69.105,-74.988,1
indoor,37.946,0,0,2400.0,-76.446,-82.055,-81.248,0
rural,59.77,0,0,915.0,-71.651,-66.529,-69.473,1
indoor,119.075,2,0,915.0,-102.142,-105.252,-104.312,0
indoor,18.981,1,0,915.0,-73.222,-77.776,-74.18,0
urban,40.199,0,0,2400.0,-75.003,-72.473,-76.267,1
urban,18.381,0,0,915.0,-69.718,-69.513,-72.428,1
indoor,44.806,4,0,2400.0,-96.646,-94.118,-98.586,1
urban,68.593,0,0,915.0,-85.2,-85.64,-79.117,2
indoor,108.14,0,0,2400.0,-91.111,-92.648,-91.466,0
indoor,186.024,0,0,915.0,-99.514,-101.647,-99.858,0
indoor,144.533,0,0,915.0,-95.901,-97.41,-95.941,0
urban,132.921,0,0,915.0,-89.422,-89.726,-86.795,2
urban,109.682,0,0,915.0,-86.515,-84.48,-88.299,1
rural,89.036,0,0,915.0,-72.283,-73.7,-64.123,2
indoor,49.056,0,0,915.0,-85.175,-81.317,-85.747,1
urban,165.811,0,0,2400.0,-88.437,-90.367,-91.028,0
rural,193.397,0,0,2400.0,-78.616,-79.838,-74.18,2
indoor,139.348,1,0,915.0,-101.433,-99.437,-99.76,1
indoor,81.913,2,0,915.0,-96.062,-94.67,-100.332,1
urban,184.721,0,0,915.0,-96.3,-92.369,-96.171,1
indoor,153.198,1,0,915.0,-101.387,-96.974,-99.396,1
rural,59.713,0,0,915.0,-70.7,-65.39,-65.601,1
indoor,142.688,3,0,2400.0,-104.419,-104.643,-105.227,0
urban,173.172,0,0,2400.0,-92.651,-91.348,-89.352,2
rural,77.664,0,1,2400.0,-72.636,-72.517,-74.616,1
rural,146.497,0,0,915.0,-78.375,-76.776,-74.311,2
indoor,101.106,3,0,2400.0,-99.791,-98.42,-101.891,1
indoor,138.391,1,0,915.0,-101.674,-99.041,-99.822,1
urban,2.259,0,1,915.0,-48.964,-48.205,-46.781,2
indoor,172.141,1,0,915.0,-104.186,-104.53,-104.937,0
urban,192.441,0,0,915.0,-96.271,-95.358,-96.244,1
urban,197.185,0,0,2400.0,-92.688,-88.696,-92.511,1
urban,97.379,0,1,2400.0,-83.797,-88.835,-92.102,0
urban,17.074,0,0,2400.0,-61.697,-60.528,-62.682,1
urban,24.378,0,1,2400.0,-68.623,-73.628,-72.01,0
indoor,123.271,2,0,915.0,-104.258,-101.784,-105.573,1
indoor,90.421,0,0,915.0,-93.103,-90.157,-94.889,1
urban,37.164,0,0,915.0,-72.665,-75.251,-75.625,0
rural,121.038,0,0,2400.0,-72.137,-74.49,-72.181,0
urban,154.826,0,0,2400.0,-88.162,-88.791,-80.991,2
urban,156.82,0,0,915.0,-92.359,-86.909,-92.785,1
rural,5.137,0,0,915.0,-45.698,-48.435,-46.251,0
indoor,106.621,1,0,2400.0,-96.955,-93.002,-98.699,1
rural,57.344,0,0,915.0,-70.803,-68.178,-64.884,2
rural,158.823,0,0,2400.0,-76.525,-76.084,-75.696,2
indoor,9.371,2,0,2400.0,-65.256,-69.696,-61.264,2
indoor,179.425,0,1,2400.0,-97.612,-101.108,-102.562,0
indoor,15.909,2,0,915.0,-80.252,-74.854,-78.073,1
urban,143.058,0,1,915.0,-98.128,-96.762,-95.165,2
indoor,188.057,2,0,915.0,-108.625,-105.375,-106.201,1
urban,170.873,0,0,2400.0,-88.726,-81.405,-93.763,1
indoor,110.642,0,0,2400.0,-92.289,-89.055,-89.411,1
rural,14.456,0,0,915.0,-54.405,-55.093,-53.239,2
urban,162.508,0,0,2400.0,-91.615,-91.615,-92.074,0
urban,175.558,0,0,915.0,-95.527,-89.595,-94.528,1
indoor,178.604,2,0,2400.0,-101.063,-100.779,-106.48,1
urban,195.783,0,0,2400.0,-89.508,-92.856,-93.572,0
urban,57.517,0,0,915.0,-80.93,-82.948,-83.076,0
indoor,144.995,0,1,915.0,-104.43,-105.277,-107.128,0
urban,168.562,0,1,915.0,-100.627,-99.793,-95.137,2
urban,41.002,0,0,915.0,-77.483,-79.613,-78.442,0
indoor,151.547,0,0,2400.0,-96.365,-91.222,-96.887,1
indoor,94.199,2,1,2400.0,-96.292,-101.381,-109.167,0
indoor,52.147,2,0,915.0,-91.227,-90.063,-93.351,1
urban,46.459,0,0,915.0,-81.628,-76.897,-80.121,1
indoor,62.317,2,0,915.0,-96.469,-90.167,-91.835,1
indoor,61.055,0,0,915.0,-86.839,-91.811,-84.31,2
indoor,98.382,1,0,2400.0,-98.225,-92.27,-92.99,1
urban,67.52,0,0,2400.0,-81.763,-80.571,-77.785,2
urban,66.107,0,1,2400.0,-84.066,-83.599,-86.571,1
urban,198.387,0,0,915.0,-95.885,-95.08,-93.497,2
urban,131.259,0,0,2400.0,-82.561,-84.3,-93.196,0
urban,127.548,0,0,2400.0,-81.791,-85.372,-86.166,0
indoor,58.389,1,1,915.0,-99.187,-91.622,-95.558,1
indoor,96.305,3,0,2400.0,-102.476,-100.131,-102.173,1
urban,38.355,0,0,2400.0,-69.388,-73.396,-72.651,0
rural,25.281,0,0,915.0,-59.043,-62.489,-59.221,0
indoor,17.87,2,0,915.0,-74.798,-80.765,-79.35,0
indoor,110.601,1,0,2400.0,-94.246,-98.951,-94.491,0
rural,29.145,0,0,915.0,-60.063,-62.94,-58.037,2
urban,71.748,0,0,2400.0,-80.0,-81.958,-80.354,0
indoor,136.972,0,0,2400.0,-93.382,-96.021,-95.716,0
urban,5.872,0,0,2400.0,-52.112,-50.727,-52.697,1
indoor,132.456,1,0,2400.0,-93.997,-95.816,-98.192,0
indoor,73.475,1,0,2400.0,-86.567,-91.18,-89.203,0
urban,170.122,0,1,915.0,-98.606,-98.34,-99.584,1
rural,129.108,0,1,2400.0,-74.285,-81.045,-76.15,0
indoor,195.631,1,0,915.0,-104.546,-109.287,-107.451,0
rural,130.688,0,0,2400.0,-69.911,-75.794,-69.332,2
rural,172.964,0,0,915.0,-80.649,-80.122,-74.515,2
indoor,28.069,1,0,915.0,-77.253,-80.175,-80.898,0
indoor,124.947,1,0,915.0,-99.678,-99.646,-97.635,2
indoor,54.984,1,0,915.0,-87.582,-84.322,-92.954,1
indoor,95.28,0,0,2400.0,-91.436,-87.644,-87.725,1
indoor,93.277,2,0,2400.0,-92.286,-95.752,-99.141,0
urban,31.979,0,0,915.0,-72.478,-68.221,-69.215,1
urban,82.295,0,0,2400.0,-79.905,-82.85,-81.419,0
indoor,132.363,0,0,915.0,-96.16,-95.502,-96.392,1
urban,147.693,0,1,915.0,-97.091,-96.076,-95.159,2
urban,94.853,0,0,915.0,-87.71,-83.914,-87.3,1
urban,80.642,0,0,915.0,-83.386,-82.59,-80.701,2
indoor,75.345,0,0,2400.0,-81.747,-85.711,-88.043,0
indoor,158.922,0,0,915.0,-98.238,-96.612,-95.237,2
urban,101.816,0,0,2400.0,-82.617,-83.8,-84.237,0
urban,14.962,0,0,2400.0,-61.281,-56.047,-63.281,1
indoor,183.31,1,1,2400.0,-99.867,-105.918,-111.161,0
indoor,128.03,0,0,915.0,-97.51,-94.692,-98.806,1
urban,123.809,0,1,2400.0,-94.545,-94.749,-92.221,2
indoor,97.025,2,1,915.0,-103.233,-105.983,-106.441,0
rural,101.957,0,0,915.0,-72.971,-73.687,-73.658,0
indoor,142.173,1,0,915.0,-100.891,-103.12,-104.33,0
indoor,55.857,1,1,915.0,-92.305,-91.758,-93.431,1
rural,64.461,0,0,915.0,-70.406,-67.595,-66.812,2
indoor,191.121,1,0,915.0,-107.78,-101.506,-105.689,1
urban,42.537,0,0,915.0,-80.03,-79.873,-77.21,2
urban,87.813,0,0,915.0,-84.921,-86.742,-85.787,0
rural,86.178,0,0,915.0,-71.87,-69.608,-71.015,1
urban,55.655,0,0,915.0,-78.633,-78.316,-80.843,1
indoor,83.383,3,0,2400.0,-95.261,-99.027,-98.414,0
indoor,25.471,0,1,2400.0,-78.373,-77.564,-76.358,2
indoor,60.991,0,0,915.0,-86.929,-81.095,-92.702,1
rural,25.94,0,0,915.0,-58.89,-58.806,-59.159,1
indoor,56.463,2,0,2400.0,-91.929,-92.18,-94.924,0
urban,127.432,0,0,2400.0,-90.216,-81.68,-88.865,1
urban,111.329,0,0,2400.0,-84.611,-77.415,-85.006,1
urban,120.93,0,0,2400.0,-88.501,-82.879,-90.474,1
urban,79.373,0,1,915.0,-91.214,-88.028,-90.856,1
urban,96.701,0,0,915.0,-86.929,-85.971,-87.521,1
urban,58.41,0,0,2400.0,-81.387,-80.293,-78.165,2
indoor,136.815,0,0,2400.0,-91.551,-94.325,-92.231,0
indoor,163.166,3,0,2400.0,-104.822,-106.915,-105.444,0
indoor,44.006,2,0,915.0,-88.648,-90.283,-89.759,0
urban,31.593,0,0,2400.0,-70.657,-68.338,-74.434,1
indoor,119.448,3,0,2400.0,-102.729,-99.606,-108.54,1
urban,48.344,0,1,2400.0,-85.313,-82.613,-87.014,1
indoor,143.213,0,0,915.0,-100.172,-102.006,-101.413,0
indoor,74.719,1,0,2400.0,-89.806,-90.206,-85.61,2
urban,82.983,0,0,2400.0,-85.277,-82.722,-83.635,1
rural,45.563,0,0,2400.0,-62.201,-65.548,-61.956,2
indoor,183.96,0,0,915.0,-103.997,-101.078,-105.308,1
urban,45.485,0,0,2400.0,-73.117,-72.755,-78.01,1
urban,153.605,0,0,915.0,-93.04,-90.541,-93.116,1
urban,140.674,0,0,915.0,-89.883,-94.249,-93.937,0
indoor,58.961,1,0,915.0,-88.475,-90.86,-95.351,0
rural,126.274,0,0,915.0,-72.21,-73.049,-75.617,0
indoor,2.484,1,0,2400.0,-47.374,-42.362,-46.098,1
indoor,177.018,1,0,915.0,-103.544,-107.8,-108.45,0
indoor,166.296,0,1,915.0,-103.031,-104.464,-108.851,0
indoor,163.547,0,0,2400.0,-99.887,-94.66,-99.793,1
indoor,61.108,0,1,2400.0,-89.286,-84.86,-87.12,1
indoor,101.132,0,0,915.0,-93.186,-98.047,-91.085,2
urban,30.753,0,0,915.0,-71.379,-74.461,-74.459,0
urban,11.264,0,1,915.0,-66.445,-67.083,-69.433,0
indoor,83.034,1,0,915.0,-100.691,-95.46,-96.294,1
urban,165.757,0,1,915.0,-97.798,-98.075,-103.444,0
rural,90.657,0,0,2400.0,-68.473,-68.659,-69.385,0
indoor,122.818,2,1,915.0,-109.46,-107.15,-109.378,1
urban,62.06,0,0,2400.0,-79.948,-76.635,-78.319,1
urban,43.55,0,1,2400.0,-79.298,-77.6,-83.93,1
urban,175.027,0,0,2400.0,-89.485,-90.912,-93.399,0
rural,124.675,0,0,2400.0,-69.482,-73.117,-73.524,0
rural,97.184,0,1,915.0,-79.392,-76.605,-81.582,1
urban,44.249,0,0,915.0,-74.765,-80.277,-75.417,0
indoor,198.249,1,0,915.0,-104.593,-110.554,-111.751,0
urban,25.706,0,0,2400.0,-67.878,-64.822,-67.523,1
indoor,10.65,0,0,2400.0,-60.166,-61.503,-62.796,0
indoor,1.638,1,1,915.0,-47.854,-46.721,-53.314,1
urban,136.641,0,0,915.0,-92.125,-90.352,-86.045,2
urban,69.556,0,0,915.0,-82.592,-79.947,-84.381,1
urban,34.855,0,0,2400.0,-71.993,-69.165,-68.879,2
indoor,90.787,0,1,2400.0,-92.841,-98.091,-95.744,0
indoor,59.277,0,0,2400.0,-84.854,-85.742,-86.381,0
urban,89.014,0,0,915.0,-87.79,-82.824,-86.599,1
rural,81.783,0,0,915.0,-72.009,-71.095,-67.333,2
indoor,88.085,1,0,915.0,-94.209,-98.694,-96.357,0
urban,41.09,0,0,915.0,-75.204,-72.271,-75.645,1
indoor,161.003,3,0,2400.0,-104.852,-108.158,-106.533,0
rural,74.325,0,0,915.0,-67.868,-74.47,-68.184,0
urban,191.312,0,1,2400.0,-93.339,-97.115,-97.99,0
urban,144.217,0,0,2400.0,-89.712,-86.356,-90.354,1
rural,76.297,0,0,2400.0,-67.508,-70.113,-68.397,0
urban,67.088,0,0,915.0,-76.751,-79.814,-82.46,0
urban,198.288,0,0,915.0,-90.142,-91.247,-99.683,0
urban,67.754,0,0,915.0,-82.6,-74.259,-85.043,1
indoor,85.658,0,0,915.0,-93.374,-90.996,-90.383,2
rural,81.97,0,0,2400.0,-66.231,-68.295,-70.203,0
indoor,29.909,0,0,915.0,-79.599,-81.257,-78.116,2
urban,50.104,0,0,2400.0,-79.036,-74.247,-74.546,1
urban,166.056,0,0,2400.0,-91.704,-86.256,-88.236,1
indoor,14.814,3,1,915.0,-83.569,-84.88,-83.674,0
rural,185.733,0,0,915.0,-73.655,-80.032,-77.263,0
indoor,29.295,4,0,915.0,-87.713,-90.499,-83.147,2
urban,130.392,0,0,915.0,-86.798,-85.39,-86.568,1
indoor,139.644,1,0,915.0,-100.229,-100.019,-99.468,2
urban,186.106,0,0,915.0,-98.432,-98.973,-92.713,2
urban,63.124,0,0,915.0,-83.142,-79.418,-83.147,1
indoor,77.457,0,0,915.0,-93.225,-88.953,-92.797,1
rural,54.262,0,0,2400.0,-67.352,-66.804,-61.372,2
urban,7.224,0,1,915.0,-55.321,-60.434,-57.635,0
urban,2.212,0,1,915.0,-46.089,-48.298,-49.006,0
rural,120.599,0,0,915.0,-74.563,-75.378,-69.422,2
indoor,166.167,0,1,915.0,-106.106,-106.228,-103.881,2
rural,148.013,0,1,915.0,-80.997,-86.25,-82.271,0
urban,2.164,0,0,915.0,-35.761,-42.154,-39.401,0
urban,36.471,0,0,915.0,-70.743,-71.506,-77.513,0
indoor,148.249,0,0,915.0,-97.659,-98.129,-98.727,0
indoor,126.882,0,1,2400.0,-97.141,-99.177,-101.514,0
urban,115.046,0,1,915.0,-95.349,-94.162,-92.58,2
indoor,176.884,2,0,2400.0,-104.54,-103.701,-100.444,2
indoor,172.226,0,1,2400.0,-100.507,-102.315,-104.247,0
indoor,101.859,0,0,915.0,-89.618,-94.38,-94.616,0
urban,118.706,0,0,2400.0,-87.482,-84.362,-82.692,2
indoor,196.241,0,0,915.0,-97.886,-105.953,-106.844,0
urban,57.058,0,1,915.0,-85.279,-82.733,-90.68,1
rural,104.244,0,0,915.0,-73.582,-72.704,-68.605,2
indoor,1.209,3,0,2400.0,-39.958,-39.574,-48.085,1
urban,91.504,0,0,2400.0,-80.401,-85.258,-83.905,0
rural,61.248,0,0,915.0,-70.544,-68.285,-64.217,2
indoor,21.139,0,1,2400.0,-77.399,-77.439,-78.226,0
rural,30.459,0,0,915.0,-62.592,-65.602,-58.658,2
indoor,196.464,4,0,2400.0,-107.704,-115.372,-115.612,0
indoor,98.416,1,0,2400.0,-91.197,-93.695,-96.95,0
urban,183.137,0,0,915.0,-90.778,-92.841,-92.059,0
rural,182.172,0,0,2400.0,-76.476,-74.737,-76.863,1
urban,142.1,0,0,915.0,-89.727,-92.035,-91.262,0
indoor,88.65,2,0,2400.0,-96.536,-96.067,-102.317,1
indoor,121.931,2,0,915.0,-104.426,-104.237,-108.968,1
indoor,134.07,0,0,915.0,-98.063,-100.343,-97.252,2
urban,157.006,0,0,915.0,-89.348,-95.762,-94.059,0
urban,37.363,0,1,2400.0,-74.692,-75.726,-81.425,0
indoor,41.381,2,0,2400.0,-84.262,-86.073,-86.598,0
indoor,139.512,0,1,915.0,-102.421,-106.7,-106.45,0
rural,72.975,0,0,915.0,-69.474,-68.595,-71.311,1
urban,74.64,0,1,2400.0,-83.902,-85.026,-89.583,0
urban,4.023,0,0,2400.0,-46.555,-45.212,-46.207,1
indoor,107.349,2,0,915.0,-99.675,-104.604,-103.627,0
rural,20.345,0,0,2400.0,-55.979,-54.208,-56.028,1
rural,12.467,0,0,2400.0,-52.422,-51.102,-52.102,1
urban,21.724,0,0,2400.0,-62.142,-68.035,-67.978,0
urban,13.807,0,0,2400.0,-61.051,-62.564,-61.118,0
urban,65.185,0,1,915.0,-87.182,-87.753,-89.673,0
rural,32.024,0,1,915.0,-65.671,-67.144,-65.98,0
indoor,144.195,4,0,2400.0,-104.441,-106.841,-110.745,0
indoor,152.175,1,0,2400.0,-97.796,-97.314,-104.186,1
indoor,16.924,3,0,2400.0,-81.645,-73.557,-85.285,1
rural,175.293,0,0,915.0,-77.133,-75.072,-75.239,1
urban,110.247,0,0,2400.0,-80.57,-81.62,-90.614,0
rural,49.47,0,0,915.0,-66.81,-65.637,-68.396,1
urban,164.178,0,0,915.0,-98.023,-93.28,-93.031,2
urban,181.545,0,0,915.0,-95.025,-92.949,-91.759,2
urban,113.306,0,0,915.0,-87.359,-89.354,-87.6,0
urban,103.238,0,0,2400.0,-85.444,-87.788,-83.916,2
urban,60.749,0,0,915.0,-82.08,-82.618,-83.515,0
urban,35.624,0,0,915.0,-73.176,-76.218,-70.05,2
urban,158.574,0,0,2400.0,-83.704,-88.084,-90.899,0
indoor,174.924,1,0,915.0,-103.801,-106.839,-104.185,0
urban,92.993,0,1,2400.0,-86.78,-96.278,-88.691,0
rural,172.856,0,0,2400.0,-75.073,-76.11,-71.163,2
urban,103.23,0,0,2400.0,-76.223,-83.294,-84.385,0
urban,134.932,0,0,915.0,-94.116,-95.471,-90.597,2
indoor,127.785,0,0,915.0,-94.481,-101.089,-94.198,2
indoor,142.787,0,0,915.0,-96.324,-95.954,-103.072,1
urban,9.364,0,0,915.0,-57.714,-55.033,-55.555,1
urban,104.03,0,0,915.0,-88.104,-86.129,-96.055,1
rural,106.306,0,0,915.0,-74.639,-73.139,-72.888,2
urban,176.396,0,0,2400.0,-87.446,-88.492,-91.291,0
rural,21.855,0,0,2400.0,-56.664,-53.715,-57.289,1
urban,173.892,0,0,915.0,-95.138,-93.284,-89.321,2
indoor,112.737,0,0,2400.0,-90.792,-92.668,-89.75,2
indoor,62.577,0,0,2400.0,-82.679,-85.832,-83.867,0
urban,167.369,0,0,2400.0,-90.617,-90.282,-92.943,1
indoor,12.355,1,0,2400.0,-64.124,-64.046,-65.327,1
indoor,86.615,2,0,915.0,-97.546,-98.922,-103.537,0
indoor,139.182,0,0,915.0,-98.629,-100.556,-97.66,2
indoor,10.314,3,0,915.0,-74.285,-74.028,-73.757,2
urban,165.651,0,0,915.0,-90.852,-88.942,-91.733,1
indoor,190.057,1,0,2400.0,-101.854,-99.917,-102.92,1
urban,163.37,0,1,2400.0,-92.542,-97.648,-95.049,0
indoor,100.235,4,0,2400.0,-103.274,-107.229,-102.254,2
indoor,164.835,4,1,915.0,-117.598,-116.17,-119.534,1
indoor,184.838,0,0,915.0,-96.097,-98.625,-101.928,0
rural,57.628,0,0,915.0,-67.203,-66.851,-66.059,2
urban,199.337,0,0,915.0,-95.156,-90.499,-95.994,1
urban,86.938,0,0,915.0,-82.047,-80.702,-84.855,1
indoor,27.7,3,0,915.0,-86.704,-82.33,-80.222,2
urban,46.013,0,0,915.0,-78.03,-74.832,-76.194,1
indoor,37.415,2,0,2400.0,-86.295,-82.281,-84.578,1
urban,17.575,0,0,915.0,-64.479,-72.383,-62.975,2
indoor,146.119,0,0,915.0,-103.618,-96.697,-103.356,1
urban,128.031,0,0,2400.0,-88.977,-84.246,-91.018,1
rural,86.496,0,1,915.0,-78.092,-72.854,-72.77,2
indoor,77.148,0,1,2400.0,-90.826,-92.179,-94.12,0
indoor,172.767,0,0,2400.0,-97.808,-100.629,-100.0,0
indoor,49.751,0,0,915.0,-89.661,-82.543,-84.767,1
urban,53.428,0,0,2400.0,-74.144,-75.342,-77.935,0
urban,38.672,0,0,915.0,-71.637,-74.463,-79.028,0
urban,154.887,0,0,2400.0,-96.395,-87.067,-92.139,1
indoor,57.323,1,0,2400.0,-83.642,-86.133,-89.419,0
urban,112.808,0,0,915.0,-89.025,-88.152,-92.783,1
urban,69.794,0,0,2400.0,-82.924,-77.836,-80.061,1
urban,85.683,0,1,2400.0,-83.94,-83.888,-87.714,1
indoor,106.035,2,0,2400.0,-91.731,-97.918,-102.125,0
urban,168.118,0,0,2400.0,-91.226,-87.315,-90.987,1
urban,30.594,0,0,915.0,-67.865,-72.379,-71.127,0
indoor,135.794,1,0,915.0,-100.062,-99.703,-97.244,2
indoor,107.144,1,0,2400.0,-96.409,-97.729,-93.41,2
indoor,102.44,0,0,915.0,-88.036,-97.288,-96.096,0
urban,163.881,0,0,915.0,-95.81,-95.858,-91.084,2
urban,167.795,0,0,2400.0,-93.092,-90.207,-91.866,1
indoor,19.143,3,0,2400.0,-80.031,-80.36,-75.604,2
rural,184.036,0,0,2400.0,-72.336,-77.301,-74.982,0
indoor,11.808,2,0,915.0,-73.965,-72.853,-73.137,1
urban,45.037,0,0,2400.0,-75.162,-77.576,-73.192,2
